timestamp,ticker,adjusted_close,type
2021-02-03,NVDA,541.047144939,stock
2021-02-02,NVDA,542.096809589,stock
2021-02-01,NVDA,529.310894465,stock
2021-01-29,NVDA,519.424053137,stock
2021-01-28,NVDA,521.873270655,stock
2021-01-27,NVDA,516.544972952,stock
2021-01-26,NVDA,537.238361778,stock
2021-01-25,NVDA,545.955576781,stock
2021-01-22,NVDA,548.324819849,stock
2021-01-21,NVDA,554.522839691,stock
2021-01-20,NVDA,534.459249656,stock
2021-01-19,NVDA,520.843599617,stock
2021-01-15,NVDA,514.215717109,stock
2021-01-14,NVDA,527.841363954,stock
2021-01-13,NVDA,541.09712897,stock
2021-01-12,NVDA,539.217729405,stock
2021-01-11,NVDA,544.685982394,stock
2021-01-08,NVDA,530.90038665,stock
2021-01-07,NVDA,533.589527517,stock
2021-01-06,NVDA,504.418847037,stock
2021-01-05,NVDA,536.018751422,stock
2021-01-04,NVDA,524.372472204,stock
2020-12-31,NVDA,522.033219554,stock
2020-12-30,NVDA,525.662060203,stock
2020-12-29,NVDA,517.564647184,stock
2020-12-28,NVDA,515.835199713,stock
2020-12-24,NVDA,519.584002036,stock
2020-12-23,NVDA,520.20380402,stock
2020-12-22,NVDA,530.960367487,stock
2020-12-21,NVDA,533.119677625,stock
2020-12-18,NVDA,530.710447332,stock
2020-12-17,NVDA,533.479562648,stock
2020-12-16,NVDA,529.530824201,stock
2020-12-15,NVDA,534.249316726,stock
2020-12-14,NVDA,532.179977843,stock
2020-12-11,NVDA,520.363752919,stock
2020-12-10,NVDA,518.724276703,stock
2020-12-09,NVDA,517.064806875,stock
2020-12-08,NVDA,533.829450865,stock
2020-12-07,NVDA,544.096170829,stock
2020-12-04,NVDA,542.156790427,stock
2020-12-03,NVDA,535.668863205,stock
2020-12-02,NVDA,541.445292365,stock
2020-12-01,NVDA,535.269110322,stock
2020-11-30,NVDA,535.728826138,stock
2020-11-27,NVDA,530.122291954,stock
2020-11-25,NVDA,529.062946814,stock
2020-11-24,NVDA,517.989791955,stock
2020-11-23,NVDA,525.275288248,stock
2020-11-20,NVDA,523.186579434,stock
2020-11-19,NVDA,537.277868559,stock
2020-11-18,NVDA,536.818152744,stock
2020-11-17,NVDA,536.55831337,stock
2020-11-16,NVDA,540.276015182,stock
2020-11-13,NVDA,531.551408511,stock
2020-11-12,NVDA,537.937460816,stock
2020-11-11,NVDA,536.388418395,stock
2020-11-10,NVDA,510.484431577,stock
2020-11-09,NVDA,544.89316098,stock
2020-11-06,NVDA,582.120148209,stock
2020-11-05,NVDA,566.050082313,stock
2020-11-04,NVDA,551.429120617,stock
2020-11-03,NVDA,520.458266008,stock
2020-11-02,NVDA,502.919108267,stock
2020-10-30,NVDA,501.050263539,stock
2020-10-29,NVDA,520.638154805,stock
2020-10-28,NVDA,504.76796535,stock
2020-10-27,NVDA,535.538943518,stock
2020-10-26,NVDA,525.325257358,stock
2020-10-23,NVDA,543.274161804,stock
2020-10-22,NVDA,534.109826962,stock
2020-10-21,NVDA,540.655780421,stock
2020-10-20,NVDA,545.482796483,stock
2020-10-19,NVDA,539.576447637,stock
2020-10-16,NVDA,552.11869434,stock
2020-10-15,NVDA,558.454777536,stock
2020-10-14,NVDA,563.461682395,stock
2020-10-13,NVDA,569.577901505,stock
2020-10-12,NVDA,568.68845134,stock
2020-10-09,NVDA,550.169899036,stock
2020-10-08,NVDA,553.208020947,stock
2020-10-07,NVDA,558.214925806,stock
2020-10-06,NVDA,549.120547718,stock
2020-10-05,NVDA,545.362870618,stock
2020-10-02,NVDA,522.167209582,stock
2020-10-01,NVDA,544.243562545,stock
2020-09-30,NVDA,540.885638328,stock
2020-09-29,NVDA,528.703169219,stock
2020-09-28,NVDA,521.077882976,stock
2020-09-25,NVDA,514.631867738,stock
2020-09-24,NVDA,493.614859915,stock
2020-09-23,NVDA,484.650401514,stock
2020-09-22,NVDA,505.1976997,stock
2020-09-21,NVDA,500.38067746,stock
2020-09-18,NVDA,487.268782897,stock
2020-09-17,NVDA,498.232005713,stock
2020-09-16,NVDA,500.270745417,stock
2020-09-15,NVDA,519.318970291,stock
2020-09-14,NVDA,514.571904806,stock
2020-09-11,NVDA,486.279394512,stock
2020-09-10,NVDA,492.165755714,stock
2020-09-09,NVDA,508.285790721,stock
2020-09-08,NVDA,476.225609505,stock
2020-09-04,NVDA,504.588076553,stock
2020-09-03,NVDA,520.298364854,stock
2020-09-02,NVDA,573.50547358,stock
2020-09-01,NVDA,552.498459579,stock
2020-08-31,NVDA,534.494802723,stock
2020-08-28,NVDA,525.433028711,stock
2020-08-27,NVDA,504.671875022,stock
2020-08-26,NVDA,510.456623812,stock
2020-08-25,NVDA,509.537458201,stock
2020-08-24,NVDA,508.348537466,stock
2020-08-21,NVDA,506.879870674,stock
2020-08-20,NVDA,485.199551374,stock
2020-08-19,NVDA,485.099642069,stock
2020-08-18,NVDA,489.985207109,stock
2020-08-17,NVDA,493.032440928,stock
2020-08-14,NVDA,462.140483658,stock
2020-08-13,NVDA,457.304873271,stock
2020-08-12,NVDA,457.194973034,stock
2020-08-11,NVDA,433.606385999,stock
2020-08-10,NVDA,446.194958496,stock
2020-08-07,NVDA,447.573706912,stock
2020-08-06,NVDA,453.008773133,stock
2020-08-05,NVDA,451.060541675,stock
2020-08-04,NVDA,448.702682064,stock
2020-08-03,NVDA,440.010572483,stock
2020-07-31,NVDA,424.204920349,stock
2020-07-30,NVDA,424.174947557,stock
2020-07-29,NVDA,418.240334808,stock
2020-07-28,NVDA,408.249404255,stock
2020-07-27,NVDA,416.481931031,stock
2020-07-24,NVDA,407.410166089,stock
2020-07-23,NVDA,404.822515076,stock
2020-07-22,NVDA,417.171305239,stock
2020-07-21,NVDA,412.765304865,stock
2020-07-20,NVDA,420.048693239,stock
2020-07-17,NVDA,407.689912144,stock
2020-07-16,NVDA,405.022333687,stock
2020-07-15,NVDA,408.718977991,stock
2020-07-14,NVDA,414.703545393,stock
2020-07-13,NVDA,401.725326604,stock
2020-07-10,NVDA,418.789835989,stock
2020-07-09,NVDA,419.978756725,stock
2020-07-08,NVDA,408.269386117,stock
2020-07-07,NVDA,394.511874745,stock
2020-07-06,NVDA,393.213053773,stock
2020-07-02,NVDA,384.141288831,stock
2020-07-01,NVDA,380.854272679,stock
2020-06-30,NVDA,379.565442638,stock
2020-06-29,NVDA,367.666244349,stock
2020-06-26,NVDA,365.86787685,stock
2020-06-25,NVDA,379.255723791,stock
2020-06-24,NVDA,369.084956488,stock
2020-06-23,NVDA,377.657174902,stock
2020-06-22,NVDA,380.724390582,stock
2020-06-19,NVDA,370.114022335,stock
2020-06-18,NVDA,368.385591349,stock
2020-06-17,NVDA,369.104938349,stock
2020-06-16,NVDA,362.411014878,stock
2020-06-15,NVDA,366.617196641,stock
2020-06-12,NVDA,356.975948658,stock
2020-06-11,NVDA,351.530891506,stock
2020-06-10,NVDA,374.330195028,stock
2020-06-09,NVDA,361.511831129,stock
2020-06-08,NVDA,351.880574076,stock
2020-06-05,NVDA,356.47640213,stock
2020-06-04,NVDA,350.34197077,stock
2020-06-03,NVDA,350.302025275,stock
2020-06-02,NVDA,352.528986665,stock
2020-06-01,NVDA,351.770022245,stock
2020-05-29,NVDA,354.536247828,stock
2020-05-28,NVDA,339.017422716,stock
2020-05-27,NVDA,340.545337929,stock
2020-05-26,NVDA,348.234845868,stock
2020-05-22,NVDA,360.558031317,stock
2020-05-21,NVDA,350.531711875,stock
2020-05-20,NVDA,358.311097179,stock
2020-05-19,NVDA,351.740063123,stock
2020-05-18,NVDA,349.533074481,stock
2020-05-15,NVDA,339.167218325,stock
2020-05-14,NVDA,320.782303891,stock
2020-05-13,NVDA,310.775957197,stock
2020-05-12,NVDA,311.674730852,stock
2020-05-11,NVDA,322.180396243,stock
2020-05-08,NVDA,312.07418581,stock
2020-05-07,NVDA,304.454582489,stock
2020-05-06,NVDA,297.384229735,stock
2020-05-05,NVDA,293.339748287,stock
2020-05-04,NVDA,290.89308667,stock
2020-05-01,NVDA,282.394682442,stock
2020-04-30,NVDA,291.881737691,stock
2020-04-29,NVDA,298.05331679,stock
2020-04-28,NVDA,290.962991288,stock
2020-04-27,NVDA,296.675197185,stock
2020-04-24,NVDA,289.1954031,stock
2020-04-23,NVDA,283.623006438,stock
2020-04-22,NVDA,285.760090462,stock
2020-04-21,NVDA,269.142764216,stock
2020-04-20,NVDA,286.658864117,stock
2020-04-17,NVDA,291.921683187,stock
2020-04-16,NVDA,294.298440186,stock
2020-04-15,NVDA,280.457325897,stock
2020-04-14,NVDA,283.563088194,stock
2020-04-13,NVDA,269.48230093,stock
2020-04-09,NVDA,262.591702908,stock
2020-04-08,NVDA,266.586252486,stock
2020-04-07,NVDA,258.677044321,stock
2020-04-06,NVDA,268.034276708,stock
2020-04-03,NVDA,243.577646915,stock
2020-04-02,NVDA,255.121895196,stock
2020-04-01,NVDA,242.738791503,stock
2020-03-31,NVDA,263.240817214,stock
2020-03-30,NVDA,265.228105629,stock
2020-03-27,NVDA,252.385628735,stock
2020-03-26,NVDA,256.889483385,stock
2020-03-25,NVDA,245.285316859,stock
2020-03-24,NVDA,248.840465984,stock
2020-03-23,NVDA,212.400187456,stock
2020-03-20,NVDA,205.469643937,stock
2020-03-19,NVDA,212.679805926,stock
2020-03-18,NVDA,202.543636371,stock
2020-03-17,NVDA,216.973946723,stock
2020-03-16,NVDA,196.132384298,stock
2020-03-13,NVDA,240.511830113,stock
2020-03-12,NVDA,216.015254824,stock
2020-03-11,NVDA,246.134158645,stock
2020-03-10,NVDA,260.72425098,stock
2020-03-09,NVDA,245.105562128,stock
2020-03-06,NVDA,265.677492457,stock
2020-03-05,NVDA,272.917613568,stock
2020-03-04,NVDA,284.122325135,stock
2020-03-03,NVDA,265.527696848,stock
2020-03-02,NVDA,276.053334987,stock
2020-02-28,NVDA,269.702001157,stock
2020-02-27,NVDA,252.255805874,stock
2020-02-26,NVDA,267.11610398,stock
2020-02-25,NVDA,261.527274605,stock
2020-02-24,NVDA,272.734873513,stock
2020-02-21,NVDA,293.483402569,stock
2020-02-20,NVDA,308.084219312,stock
2020-02-19,NVDA,314.072250785,stock
2020-02-18,NVDA,295.978415683,stock
2020-02-14,NVDA,289.211940118,stock
2020-02-13,NVDA,270.239860399,stock
2020-02-12,NVDA,271.996349631,stock
2020-02-11,NVDA,267.355625239,stock
2020-02-10,NVDA,262.445439431,stock
2020-02-07,NVDA,251.088139736,stock
2020-02-06,NVDA,253.74283369,stock
2020-02-05,NVDA,250.259795383,stock
2020-02-04,NVDA,246.637036341,stock
2020-02-03,NVDA,239.850600671,stock
2020-01-31,NVDA,235.958380213,stock
2020-01-30,NVDA,245.319669417,stock
2020-01-29,NVDA,245.050208001,stock
2020-01-28,NVDA,247.475360747,stock
2020-01-27,NVDA,239.720859989,stock
2020-01-24,NVDA,249.980353914,stock
2020-01-23,NVDA,252.355606398,stock
2020-01-22,NVDA,249.611091973,stock
2020-01-21,NVDA,247.44542059,stock
2020-01-17,NVDA,248.782747619,stock
2020-01-16,NVDA,248.433445783,stock
2020-01-15,NVDA,245.080148158,stock
2020-01-14,NVDA,246.786737128,stock
2020-01-13,NVDA,251.477361782,stock
2020-01-10,NVDA,243.832641601,stock
2020-01-09,NVDA,242.535234782,stock
2020-01-08,NVDA,239.900500933,stock
2020-01-07,NVDA,239.451398573,stock
2020-01-06,NVDA,236.587123518,stock
2020-01-03,NVDA,235.599098325,stock
2020-01-02,NVDA,239.431438468,stock
2019-12-31,NVDA,234.830634286,stock
2019-12-30,NVDA,231.856578654,stock
2019-12-27,NVDA,236.397502521,stock
2019-12-26,NVDA,238.712874691,stock
2019-12-24,NVDA,238.144011701,stock
2019-12-23,NVDA,238.34361275,stock
2019-12-20,NVDA,238.892515635,stock
2019-12-19,NVDA,234.990315125,stock
2019-12-18,NVDA,229.052183914,stock
2019-12-17,NVDA,227.834617514,stock
2019-12-16,NVDA,224.700881043,stock
2019-12-13,NVDA,223.543194958,stock
2019-12-12,NVDA,223.623035378,stock
2019-12-11,NVDA,216.906460075,stock
2019-12-10,NVDA,213.55316245,stock
2019-12-09,NVDA,211.746772955,stock
2019-12-06,NVDA,211.746772955,stock
2019-12-05,NVDA,208.323614963,stock
2019-12-04,NVDA,209.00225853,stock
2019-12-03,NVDA,207.245769298,stock
2019-12-02,NVDA,208.832597638,stock
2019-11-29,NVDA,216.307656928,stock
2019-11-27,NVDA,217.804664796,stock
2019-11-26,NVDA,216.408481047,stock
2019-11-25,NVDA,220.607005035,stock
2019-11-22,NVDA,210.315136259,stock
2019-11-21,NVDA,209.607071643,stock
2019-11-20,NVDA,210.604345749,stock
2019-11-19,NVDA,207.423041351,stock
2019-11-18,NVDA,211.701347266,stock
2019-11-15,NVDA,203.633399747,stock
2019-11-14,NVDA,209.218134742,stock
2019-11-13,NVDA,208.001460332,stock
2019-11-12,NVDA,209.038625403,stock
2019-11-11,NVDA,207.612523431,stock
2019-11-08,NVDA,207.213613788,stock
2019-11-07,NVDA,207.772087288,stock
2019-11-06,NVDA,207.064022672,stock
2019-11-05,NVDA,209.038625403,stock
2019-11-04,NVDA,209.926199357,stock
2019-11-01,NVDA,202.037761177,stock
2019-10-31,NVDA,200.47204083,stock
2019-10-30,NVDA,202.446643561,stock
2019-10-29,NVDA,202.366861632,stock
2019-10-28,NVDA,206.226312423,stock
2019-10-25,NVDA,203.982445684,stock
2019-10-24,NVDA,196.323380548,stock
2019-10-23,NVDA,194.55820538,stock
2019-10-22,NVDA,195.076787916,stock
2019-10-21,NVDA,195.475697558,stock
2019-10-18,NVDA,189.970744492,stock
2019-10-17,NVDA,193.760386095,stock
2019-10-16,NVDA,193.680604167,stock
2019-10-15,NVDA,195.834716236,stock
2019-10-14,NVDA,186.021539031,stock
2019-10-11,NVDA,185.483011014,stock
2019-10-10,NVDA,182.53107966,stock
2019-10-09,NVDA,180.217403733,stock
2019-10-08,NVDA,176.746889844,stock
2019-10-07,NVDA,183.827535998,stock
2019-10-04,NVDA,181.473969107,stock
2019-10-03,NVDA,180.815768197,stock
2019-10-02,NVDA,172.568311338,stock
2019-10-01,NVDA,173.52569448,stock
2019-09-30,NVDA,173.595503668,stock
2019-09-27,NVDA,171.291800483,stock
2019-09-26,NVDA,176.856589995,stock
2019-09-25,NVDA,177.74416395,stock
2019-09-24,NVDA,172.059701544,stock
2019-09-23,NVDA,174.36340473,stock
2019-09-20,NVDA,172.219265401,stock
2019-09-19,NVDA,176.457680353,stock
2019-09-18,NVDA,179.489393636,stock
2019-09-17,NVDA,180.576422411,stock
2019-09-16,NVDA,179.71876668,stock
2019-09-13,NVDA,181.444050884,stock
2019-09-12,NVDA,183.767699551,stock
2019-09-11,NVDA,183.827535998,stock
2019-09-10,NVDA,182.680670775,stock
2019-09-09,NVDA,180.007976171,stock
2019-09-06,NVDA,178.163019074,stock
2019-09-05,NVDA,179.25004785,stock
2019-09-04,NVDA,168.299978164,stock
2019-09-03,NVDA,163.722490016,stock
2019-08-30,NVDA,167.053385531,stock
2019-08-29,NVDA,166.544775737,stock
2019-08-28,NVDA,160.780531403,stock
2019-08-27,NVDA,161.198971254,stock
2019-08-26,NVDA,164.835412818,stock
2019-08-23,NVDA,161.836593885,stock
2019-08-22,NVDA,170.843013539,stock
2019-08-21,NVDA,170.593942199,stock
2019-08-20,NVDA,167.24642339,stock
2019-08-19,NVDA,170.145613787,stock
2019-08-16,NVDA,158.967292048,stock
2019-08-15,NVDA,148.217373013,stock
2019-08-14,NVDA,149.512543981,stock
2019-08-13,NVDA,155.470330434,stock
2019-08-12,NVDA,150.887417778,stock
2019-08-09,NVDA,153.607276811,stock
2019-08-08,NVDA,157.67212108,stock
2019-08-07,NVDA,153.318354056,stock
2019-08-06,NVDA,151.784074602,stock
2019-08-05,NVDA,150.22986944,stock
2019-08-02,NVDA,160.591237185,stock
2019-08-01,NVDA,164.307381578,stock
2019-07-31,NVDA,168.093265946,stock
2019-07-30,NVDA,174.798266419,stock
2019-07-29,NVDA,174.170606642,stock
2019-07-26,NVDA,174.419677982,stock
2019-07-25,NVDA,172.735955724,stock
2019-07-24,NVDA,177.996342425,stock
2019-07-23,NVDA,175.007486344,stock
2019-07-22,NVDA,170.683607882,stock
2019-07-19,NVDA,167.814306045,stock
2019-07-18,NVDA,169.547842571,stock
2019-07-17,NVDA,169.079588452,stock
2019-07-16,NVDA,166.459357955,stock
2019-07-15,NVDA,166.648652174,stock
2019-07-12,NVDA,166.987389196,stock
2019-07-11,NVDA,165.662329667,stock
2019-07-10,NVDA,159.465434728,stock
2019-07-09,NVDA,156.725649988,stock
2019-07-08,NVDA,156.626021452,stock
2019-07-05,NVDA,159.634803239,stock
2019-07-03,NVDA,162.145442346,stock
2019-07-02,NVDA,161.627373959,stock
2019-07-01,NVDA,165.552738278,stock
2019-06-28,NVDA,163.619944679,stock
2019-06-27,NVDA,162.623659319,stock
2019-06-26,NVDA,158.66840644,stock
2019-06-25,NVDA,150.917306339,stock
2019-06-24,NVDA,152.092923064,stock
2019-06-21,NVDA,151.19626624,stock
2019-06-20,NVDA,153.527573982,stock
2019-06-19,NVDA,152.551214329,stock
2019-06-18,NVDA,152.312105843,stock
2019-06-17,NVDA,144.491265766,stock
2019-06-14,NVDA,144.102714476,stock
2019-06-13,NVDA,147.709267479,stock
2019-06-12,NVDA,145.656919638,stock
2019-06-11,NVDA,150.190018026,stock
2019-06-10,NVDA,147.878635991,stock
2019-06-07,NVDA,144.959519886,stock
2019-06-06,NVDA,143.245909066,stock
2019-06-05,NVDA,140.755195666,stock
2019-06-04,NVDA,142.468806486,stock
2019-06-03,NVDA,133.283055466,stock
2019-05-31,NVDA,134.956814871,stock
2019-05-30,NVDA,138.593256435,stock
2019-05-29,NVDA,139.65805707,stock
2019-05-28,NVDA,142.633528002,stock
2019-05-24,NVDA,144.444684222,stock
2019-05-23,NVDA,146.604139714,stock
2019-05-22,NVDA,151.460426721,stock
2019-05-21,NVDA,154.306529352,stock
2019-05-20,NVDA,151.01261337,stock
2019-05-17,NVDA,155.769386298,stock
2019-05-16,NVDA,159.411601553,stock
2019-05-15,NVDA,158.804565677,stock
2019-05-14,NVDA,161.252611996,stock
2019-05-13,NVDA,157.680056596,stock
2019-05-10,NVDA,167.999666485,stock
2019-05-09,NVDA,169.363009354,stock
2019-05-08,NVDA,173.074884463,stock
2019-05-07,NVDA,172.268820431,stock
2019-05-06,NVDA,178.976069289,stock
2019-05-03,NVDA,182.120714154,stock
2019-05-02,NVDA,182.299839494,stock
2019-05-01,NVDA,179.593056572,stock
2019-04-30,NVDA,180.120481186,stock
2019-04-29,NVDA,178.458596083,stock
2019-04-26,NVDA,177.224621516,stock
2019-04-25,NVDA,186.001763196,stock
2019-04-24,NVDA,190.241062919,stock
2019-04-23,NVDA,189.743492529,stock
2019-04-22,NVDA,187.554182813,stock
2019-04-18,NVDA,185.39472732,stock
2019-04-17,NVDA,186.379916692,stock
2019-04-16,NVDA,187.29544621,stock
2019-04-15,NVDA,183.802502072,stock
2019-04-12,NVDA,189.086699614,stock
2019-04-11,NVDA,190.609265007,stock
2019-04-10,NVDA,191.166543844,stock
2019-04-09,NVDA,188.340344029,stock
2019-04-08,NVDA,190.858050202,stock
2019-04-05,NVDA,190.022131947,stock
2019-04-04,NVDA,187.345203249,stock
2019-04-03,NVDA,187.70345393,stock
2019-04-02,NVDA,182.110762746,stock
2019-04-01,NVDA,181.394261384,stock
2019-03-29,NVDA,178.687478463,stock
2019-03-28,NVDA,176.388703261,stock
2019-03-27,NVDA,175.642347676,stock
2019-03-26,NVDA,176.010549764,stock
2019-03-25,NVDA,172.935564754,stock
2019-03-22,NVDA,176.637488456,stock
2019-03-21,NVDA,183.046195079,stock
2019-03-20,NVDA,173.552552038,stock
2019-03-19,NVDA,174.856186459,stock
2019-03-18,NVDA,168.129034786,stock
2019-03-15,NVDA,168.984855857,stock
2019-03-14,NVDA,164.755507542,stock
2019-03-13,NVDA,167.800638329,stock
2019-03-12,NVDA,161.730279571,stock
2019-03-11,NVDA,160.356985294,stock
2019-03-08,NVDA,149.908007104,stock
2019-03-07,NVDA,148.534712828,stock
2019-03-06,NVDA,151.311155604,stock
2019-03-05,NVDA,155.759434891,stock
2019-03-04,NVDA,156.018171493,stock
2019-03-01,NVDA,155.689775036,stock
2019-02-28,NVDA,153.510416728,stock
2019-02-27,NVDA,154.494585311,stock
2019-02-26,NVDA,156.174630669,stock
2019-02-25,NVDA,157.75526506,stock
2019-02-22,NVDA,158.2523199,stock
2019-02-21,NVDA,154.852464795,stock
2019-02-20,NVDA,157.616089705,stock
2019-02-19,NVDA,155.717340216,stock
2019-02-15,NVDA,156.413216992,stock
2019-02-14,NVDA,153.619768792,stock
2019-02-13,NVDA,151.979487821,stock
2019-02-12,NVDA,150.279560269,stock
2019-02-11,NVDA,145.587362581,stock
2019-02-08,NVDA,147.29723123,stock
2019-02-07,NVDA,146.55164897,stock
2019-02-06,NVDA,152.098780983,stock
2019-02-05,NVDA,149.06674646,stock
2019-02-04,NVDA,148.301282006,stock
2019-02-01,NVDA,143.877493932,stock
2019-01-31,NVDA,142.903266446,stock
2019-01-30,NVDA,136.580728884,stock
2019-01-29,NVDA,130.824833839,stock
2019-01-28,NVDA,137.197076885,stock
2019-01-25,NVDA,159.206665192,stock
2019-01-24,NVDA,156.910271832,stock
2019-01-23,NVDA,148.410634071,stock
2019-01-22,NVDA,147.893697038,stock
2019-01-18,NVDA,156.005632024,stock
2019-01-17,NVDA,150.826320593,stock
2019-01-16,NVDA,147.963284715,stock
2019-01-15,NVDA,148.987217685,stock
2019-01-14,NVDA,149.553860203,stock
2019-01-11,NVDA,147.953343619,stock
2019-01-10,NVDA,144.374548772,stock
2019-01-09,NVDA,141.740158121,stock
2019-01-08,NVDA,139.006356502,stock
2019-01-07,NVDA,142.555328058,stock
2019-01-04,NVDA,135.387797268,stock
2019-01-03,NVDA,127.236097895,stock
2019-01-02,NVDA,135.417620559,stock
2018-12-31,NVDA,132.71364223,stock
2018-12-28,NVDA,132.862758682,stock
2018-12-27,NVDA,130.397366676,stock
2018-12-26,NVDA,132.315998358,stock
2018-12-24,NVDA,126.331458087,stock
2018-12-21,NVDA,128.806791189,stock
2018-12-20,NVDA,134.304217717,stock
2018-12-19,NVDA,137.694131725,stock
2018-12-18,NVDA,146.074476324,stock
2018-12-17,NVDA,142.734267801,stock
2018-12-14,NVDA,145.587362581,stock
2018-12-13,NVDA,148.012990199,stock
2018-12-12,NVDA,148.022931296,stock
2018-12-11,NVDA,147.317113424,stock
2018-12-10,NVDA,150.965495948,stock
2018-12-07,NVDA,146.740529809,stock
2018-12-06,NVDA,157.357621188,stock
2018-12-04,NVDA,156.184571766,stock
2018-12-03,NVDA,169.038409923,stock
2018-11-30,NVDA,162.467344941,stock
2018-11-29,NVDA,156.433099186,stock
2018-11-28,NVDA,158.965503978,stock
2018-11-27,NVDA,152.669250494,stock
2018-11-26,NVDA,151.993942549,stock
2018-11-23,NVDA,143.999488204,stock
2018-11-21,NVDA,143.711489228,stock
2018-11-20,NVDA,148.051335872,stock
2018-11-19,NVDA,143.701558229,stock
2018-11-16,NVDA,163.295419624,stock
2018-11-15,NVDA,200.993492536,stock
2018-11-14,NVDA,195.829372959,stock
2018-11-13,NVDA,197.934744786,stock
2018-11-12,NVDA,188.232158581,stock
2018-11-09,NVDA,204.250860269,stock
2018-11-08,NVDA,204.568652243,stock
2018-11-07,NVDA,212.314831608,stock
2018-11-06,NVDA,209.60366883,stock
2018-11-05,NVDA,210.308769773,stock
2018-11-02,NVDA,213.437034516,stock
2018-11-01,NVDA,216.605023257,stock
2018-10-31,NVDA,209.375255849,stock
2018-10-30,NVDA,201.599283486,stock
2018-10-29,NVDA,184.3392069,stock
2018-10-26,NVDA,196.921782869,stock
2018-10-25,NVDA,206.405887092,stock
2018-10-24,NVDA,198.034054778,stock
2018-10-23,NVDA,219.534668017,stock
2018-10-22,NVDA,229.62456319,stock
2018-10-19,NVDA,227.588708357,stock
2018-10-18,NVDA,237.877223514,stock
2018-10-17,NVDA,241.382866227,stock
2018-10-16,NVDA,244.133753002,stock
2018-10-15,NVDA,233.755858852,stock
2018-10-12,NVDA,244.838853944,stock
2018-10-11,NVDA,233.507583872,stock
2018-10-10,NVDA,243.994719013,stock
2018-10-09,NVDA,263.707752398,stock
2018-10-08,NVDA,263.93616538,stock
2018-10-05,NVDA,267.997944047,stock
2018-10-04,NVDA,277.36287628,stock
2018-10-03,NVDA,284.751539675,stock
2018-10-02,NVDA,284.503264695,stock
2018-10-01,NVDA,287.363392461,stock
2018-09-28,NVDA,279.080939139,stock
2018-09-27,NVDA,265.554918247,stock
2018-09-26,NVDA,265.078230286,stock
2018-09-25,NVDA,266.557949165,stock
2018-09-24,NVDA,263.866648385,stock
2018-09-21,NVDA,261.632173568,stock
2018-09-20,NVDA,264.442646338,stock
2018-09-19,NVDA,270.103315875,stock
2018-09-18,NVDA,269.149939953,stock
2018-09-17,NVDA,272.039860716,stock
2018-09-14,NVDA,274.522610513,stock
2018-09-13,NVDA,269.467731927,stock
2018-09-12,NVDA,266.349398182,stock
2018-09-11,NVDA,270.917657808,stock
2018-09-10,NVDA,272.834340651,stock
2018-09-07,NVDA,269.984143884,stock
2018-09-06,NVDA,270.838209814,stock
2018-09-05,NVDA,276.498879351,stock
2018-09-04,NVDA,281.742446921,stock
2018-08-31,NVDA,278.743285167,stock
2018-08-30,NVDA,275.8930884,stock
2018-08-29,NVDA,276.568396345,stock
2018-08-28,NVDA,272.340068149,stock
2018-08-27,NVDA,273.848767412,stock
